index,Country,Year,avgLengthStay,businessPurpose,numBedPlaces,numEstablishments,numRooms,occupancyBeds,occupancyRooms,personalPurpose,totalArrivals
836,Slovenia,2015,2.53,415,50262,681,22344,44.7,49.5,2607,3022
837,Slovenia,2016,2.5,467,50994,692,22451,47,52.2,2930,3397
838,Slovenia,2017,2.44,548,52214,698,22908,50.1,55.6,3442,3991
839,Slovenia,2018,2.65,608,60438,1231,26174,48.5,56.5,3817,4425
840,Slovenia,2019,2.53,560,62723,1508,26793,43.99,51.15,4142,4702
841,South Africa,2010,8.5,331,,2808,70200,43.4,43.4,7743,8074
842,South Africa,2011,8.3,267,,2670,69900,43.5,43.5,8072,8339
843,South Africa,2012,7.7,293,,2657,70300,45.6,45.6,8895,9188
844,South Africa,2013,8.7,272,,2651,70600,47.4,47.4,9265,9537
845,South Africa,2014,8.3,407,,2689,71000,48.1,48.1,9142,9549
846,South Africa,2015,8.3,400,,2725,71300,47.6,47.6,8503,8904
847,South Africa,2016,8.3,338,,2855,71800,49.1,49.1,9707,10044
848,South Africa,2017,8.3,334,,3005,72000,48.3,48.3,9951,10285
849,South Africa,2018,8.3,316,,3003,72300,47.5,47.5,10156,10472
850,South Africa,2019,8.3,275,,3023,72200,46.9,46.9,9953,10229
851,South Korea,2010,,311,,688,74840,63.94,63.94,8487,8798
852,South Korea,2011,,271,,920,70763,65.15,65.15,9524,9795
853,South Korea,2012,,245,,966,121180,64.65,64.65,10895,11140
854,South Korea,2013,,328,,1088,130619,62.85,62.85,11848,12176
855,South Korea,2014,,315,,1293,146511,63.52,63.52,13886,14202
856,South Korea,2015,,244,,1488,160422,59.75,59.75,12988,13232
857,South Korea,2016,,239,,1738,173813,64.15,64.15,17003,17242
858,South Korea,2017,,232,,1844,189557,60.71,60.71,13104,13336
859,South Korea,2018,,237,,2111,200509,62.44,62.44,15110,15347
860,South Korea,2019,,253,,2233,206079,64.17,64.17,17250,17503
861,Spain,2010,3.26,4375,1781935,18598,883225,51,52.67,48302,52677
862,Spain,2011,3.36,4115,1833726,19210,903441,53.55,57.87,52062,56177
863,Spain,2012,3.38,3974,1838958,19149,902624,52.05,55.96,53490,57464
864,Spain,2013,3.41,4071,1874896,19318,906289,53.02,57.21,56604,60675
865,Spain,2014,3.36,4313,1862329,19207,904946,54.71,59.11,60625,64938
866,Spain,2015,3.31,4979,1879369,19352,910091,56.92,61.96,63196,68175
867,Spain,2016,3.32,5704,1889335,19278,912504,59.84,65.71,69611,75315
868,Spain,2017,3.28,5707,1911942,19459,919401,61.03,67.07,76162,81868
869,Spain,2018,3.23,5637,1927389,19255,922464,60.23,66.77,77172,82808
870,Spain,2019,3.15,6113,1951230,19381,929510,60.14,67.22,77397,83509
871,Sweden,2010,1.67,2224,224444,1985,110413,36.7,50,,
872,Sweden,2011,1.67,2840,225343,1998,112628,37.9,50.8,16565,19405
873,Sweden,2012,1.68,3456,228387,2003,113944,37.8,50.1,16555,20011
874,Sweden,2013,1.68,3362,235752,2045,117228,38.3,50.3,15441,18803
875,Sweden,2014,1.69,3191,238852,2033,118614,39.8,51.7,16754,19945
876,Sweden,2015,1.7,3071.333333,236555,1992,117707,43.2,55.3,16449,19520.33333
877,Sweden,2016,1.69,2938.833333,240883,2011,119855,45.7,58,16548.5,19487.33333
878,Sweden,2017,1.69,2806.333333,245963,2025,122948,46,58.3,16648,19454.33333
879,Sweden,2018,1.69,2673.833333,251894,2057,125623,45.8,58.4,16747.5,19421.33333
880,Sweden,2019,1.69,2541.333333,260436,2143,129033,45.3,58.3,16847,19388.33333
881,Switzerland,2010,2.23,,275193,5477,142815,42.91,52.31,,
882,Switzerland,2011,2.19,,273969,5396,142102,41.94,51.64,,
883,Switzerland,2012,2.13,,271168,5257,140371,40.81,50.5,,
884,Switzerland,2013,2.12,,271298,5191,140192,41.9,51.63,,
885,Switzerland,2014,2.09,,272636,5129,140722,42.16,52,,
886,Switzerland,2015,2.04,,273507,5055,141018,41.65,51.53,,
887,Switzerland,2016,2.03,,271710,4949,140331,41.6,51.33,,
888,Switzerland,2017,2.01,,275203,4878,141404,43.04,52.94,,
889,Switzerland,2018,2.01,,274792,4765,140884,44.56,54.52,,
890,Switzerland,2019,2,,273849,4646,140331,44.85,55.16,,
891,Syrian Arab Republic,2010,3,442,54421,746,28943,,69.6,9015,9457
892,Syrian Arab Republic,2011,3,442,56527,773,30017,,,,
893,Syrian Arab Republic,2012,3,442,58633,,,,,,
894,Syrian Arab Republic,2013,3,442,57012,,,,,,
895,Syrian Arab Republic,2014,3,442,55390,,,,,,
896,Syrian Arab Republic,2015,3,442,53700,,,,,,
897,Syrian Arab Republic,2016,3,442,52150,,,34,33,,
898,Syrian Arab Republic,2017,3,442,53301,550,28347,38,37,,
899,Syrian Arab Republic,2018,3,442,54452,567,28948,41,39,,
900,Syrian Arab Republic,2019,3,442,56949,594,30200,31,27,,
901,Taiwan,2010,,1088,,2782,133805,68.24,68.24,4479,5567
902,Taiwan,2011,,1129,,2798,136105,68.11,68.11,4958,6087
903,Taiwan,2012,,1035,,2854,139846,69.99,69.99,6276,7311
904,Taiwan,2013,,1081,,2921,146987,69.28,69.28,6935,8016
905,Taiwan,2014,,903,,3014,155591,72.15,72.15,9007,9910
906,Taiwan,2015,,893,,3068,166650,69.28,69.28,9547,10440
907,Taiwan,2016,,881,,3268,175917,66.45,66.45,9810,10690
908,Taiwan,2017,,900,,3402,187099,64.83,64.83,9839,10740
909,Taiwan,2018,,906,,3482,193211,63.9,63.9,10161,11067
910,Taiwan,2019,,921,,3468,195994,66.69,66.69,10943,11864
911,Thailand,2010,1.15,2266,,7440,454686,39.52,39.52,13670,15936
912,Thailand,2011,1.35,1965,,8975.5,530623,43.84,43.84,17265,19230
913,Thailand,2012,1.55,2175,,10511,528128,48.69,48.69,20179,22354
914,Thailand,2013,1.84,2341,,12398,540088,56.3,56.3,24206,26547
915,Thailand,2014,1.77,2507,,12879,550269,58.96,58.96,27491,30740
916,Thailand,2015,2.24,2673,,15469,650643,65.12,65.12,30961.5,34933
917,Thailand,2016,2.25,2839,,16559,682824,66.99,66.99,34432,39126
918,Thailand,2017,2.28,1633,,19533,743107,70.58,70.58,33959,35592
919,Thailand,2018,2.27,2057,,19660,746400,71.16,71.16,36122,38178
920,Thailand,2019,2.26,2044,,20293,784118,70.08,70.08,37873,39916
921,Tunisia,2010,6.2,,241528,856,120764,50.7,50.7,,
922,Tunisia,2011,6.6,,242146,861,121073,34.3,34.3,,
923,Tunisia,2012,6.3,,241997,846,120999,45.9,45.9,,
924,Tunisia,2013,6.5,,240249,847,120125,46.1,46.1,,
925,Tunisia,2014,6.3,,240077,848,120039,44.9,44.9,,
926,Tunisia,2015,5.2,,241392,864,120495,26.1,26.1,,
927,Tunisia,2016,5.6,,235018,824,117509,30.3,30.3,,
928,Tunisia,2017,5.6,,234338,848,117169,34.3,34.3,,
929,Tunisia,2018,5.9,,237618,868,118809,40.9,40.9,,
930,Tunisia,2019,5.4,,236015,876,118008,44.6,44.6,,
931,Turkey,2010,3.3,1901,619863,2614,295322,49.17,49.17,31127,33028
932,Turkey,2011,3.2,2375,655827,2740,313391,51.46,51.46,33776,36151
933,Turkey,2012,3.35,2381,688053,2814,328133,54.34,54.34,34083,36464
934,Turkey,2013,3.2,2523,729747,2917,348348,53.4,53.4,36703,39226
935,Turkey,2014,3.18,2492,784469,3061,374016,52.62,52.62,38923,41415
936,Turkey,2015,3.09,2356,826255,3237,393521,51.95,51.95,39261,41618
937,Turkey,2016,2.6,1912,1202616,8664,568175,38.22,38.22,29454,31365
938,Turkey,2017,2.52,1886,1391568,11151,655355,46.17,46.17,36735,38620
939,Turkey,2018,2.65,2016,1432407,11362,673550,50.87,50.87,43613,45629
940,Turkey,2019,2.61,1986,1482179,11898,687870,53.48,53.48,49874,51860
941,Ukraine,2010,3.03,762,185776,1731,79489,25,25,20441,21203
942,Ukraine,2011,2.54,704,153249,3162,76567,25.7,25.7,20711,21415
943,Ukraine,2012,2.59,374,162061,3144,81157,26.4,26.4,22639,23013
944,Ukraine,2013,2.46,168,178506,3582,89441,27.1,27.1,24503,24671
945,Ukraine,2014,2.42,51,135049,2644,69052,31.1,31.1,12661,12712
946,Ukraine,2015,2.13,41,132203,2478,68114,35.3,35.3,12387,12428
947,Ukraine,2016,2.02,36,135207,2534,69801,38.3,38.3,13298,13333
948,Ukraine,2017,2.01,94,132890,2474,68045,38.6,38.6,14136,14230
949,Ukraine,2018,2.52,54,135327,2777,71132,33.51,33.51,14050,14104
950,Ukraine,2019,2.65,48,171721,3165,83147,35.21,35.21,13390,13438
951,United Arab Emirates,2010,3.268333333,1901,224904,843,74094,68,,,
952,United Arab Emirates,2011,3.263333333,1901,239376,881,81468,68,,,
953,United Arab Emirates,2012,3.258333333,1901,253848,900,120844,68,,,
954,United Arab Emirates,2013,3.253333333,1901,268320,957,125729,62,,,
955,United Arab Emirates,2014,3.24,1901,282792,1027,141396,62,62,14332,16232
956,United Arab Emirates,2015,3.26,4074,297264,1056,148632,75,75,15239,19313
957,United Arab Emirates,2016,3.23,5056,311408,1060,155704,75,75,15838,20894
958,United Arab Emirates,2017,3.17,5179,324450,1058,162225,76.16,76.16,16626,21805
959,United Arab Emirates,2018,3.16,5436,346172,1106,173086,73.46,73.46,17656,23092
960,United Arab Emirates,2019,3.13,6080,366386,1136,183193,69.46,74.09,19201,25282
961,United Kingdom,2010,2.16,7552,1416179,40184,679038,45,61,22846,30398
962,United Kingdom,2011,,8112,1410580,38939,647777,48,64,23774,31886
963,United Kingdom,2012,,8292,1571120,38996,718405,48,64,23929,32221
964,United Kingdom,2013,,8696,1731660,33409,789033,50,66,24871,33567
965,United Kingdom,2014,,9206,1773029,33454,791980,50,68,26131,35337
966,United Kingdom,2015,,9602,1781294,33499,790707,51,69,27190,36792
967,United Kingdom,2016,,10019,1768795,33374,786775,51.6,70.2,29110,39129
968,United Kingdom,2017,,9567,1756296,33249,782843,52,73,31513,41080
969,United Kingdom,2018,,9361,1743797,33124,778911,55,77,30923,40283
970,United Kingdom,2019,,9269,1731298,32999,774979,58,81,31588,40857
971,Virgin Islands (U.S.),2010,4.4,,,47,5008,57.1,57.1,,
972,Virgin Islands (U.S.),2011,4.4,,,47,4889,51.6,51.6,,
973,Virgin Islands (U.S.),2012,4.4,,,46,5030,50.9,50.9,,
974,Virgin Islands (U.S.),2013,4.4,,,44,5016,53.8,53.8,,
975,Virgin Islands (U.S.),2014,4.4,,,44,4975,53.7,53.7,,
976,Virgin Islands (U.S.),2015,4.4,,,41,5060,57.1,57.1,,
977,Virgin Islands (U.S.),2016,4.4,,,42,4842,56.7,56.7,,
978,Virgin Islands (U.S.),2017,4.4,,,43,4898,47.3,47.3,,
979,Virgin Islands (U.S.),2018,4.4,,,27,2102,51.4,51.4,,
980,Virgin Islands (U.S.),2019,4.4,,,30,2526,39.7,39.7,,
981,Uruguay,2010,4.9,207,44847,1062,18297,,,2201,2408
982,Uruguay,2011,4.9,206,44189,1083,18773,,,2754,2960
983,Uruguay,2012,4.8,188,30481,1104,13980,,,2658,2846
984,Uruguay,2013,4.7,216,33200,470,14923,,,2599,2815
985,Uruguay,2014,4.7,204,34618,474,14946,,,2607,2811
986,Uruguay,2015,5,221,36354,472,15775,,,2744,2965
987,Uruguay,2016,4.6,237,38868,597,15719,,,3092,3329
988,Uruguay,2017,4.8,244,36311,412,16211,,,3697,3941
989,Uruguay,2018,4.6,238,26233,319,11215,,,3474,3712
990,Uruguay,2019,4.47,221,35358,539,13516,,,3000,3221
991,United States of America,2010,,5773,,49435,4801890,57.5,57.5,20589,26363
992,United States of America,2011,,5993,,49791,4874837,59.9,59.9,22546,28540
993,United States of America,2012,,6134,,50226,4900642,61.3,61.3,23936,30071
994,United States of America,2013,,6468,,52643,4926543,62.2,62.2,27221,33689
995,United States of America,2014,,6459,,53175,4978705,64.4,64.4,28836,35296
996,United States of America,2015,,7276,,53761,5033471,65.4,65.4,31424,38700
997,United States of America,2016,,6863,,54515,5114007,65.4,65.4,31266,38129
998,United States of America,2017,,6964,,55458,5206059,65.9,65.9,31942,38906
999,United States of America,2018,,6979,,56697,5310180,66.1,66.1,32904,39883
1000,United States of America,2019,,6988,,57592,5416384,66.1,66.1,33405,40393
1001,Uzbekistan,2010,6.1,75,57396,307.6666667,21664,48.8,48.8,900,975
1002,Uzbekistan,2011,5.6,77,47969,370.1666667,12877,45.2,,1317,1393
1003,Uzbekistan,2012,5.2,88,38341,432.6666667,14155,41.6,,1808,1895
1004,Uzbekistan,2013,4.8,140,28828,490,15223,38,,1829,1969
1005,Uzbekistan,2014,4.4,145,32969,568,17131,34.4,,1717,1862
1006,Uzbekistan,2015,4,139,34898,615,17779,30.8,,1778,1918
1007,Uzbekistan,2016,3.6,173,37795,701,19167,27.2,,1854,2027
1008,Uzbekistan,2017,3.2,185,39933,767,19977,23.6,,2505,2690
1009,Uzbekistan,2018,2.8,122,42291,914,20947,20,20,5224,5346
1010,Uzbekistan,2019,2.21,128,42891,1188,21758,15.42,15.42,6620,6749
1011,Vietnam,2010,7.02,1024,,12352,237111,58.3,58.3,4026,5050
1012,Vietnam,2011,7.02,1003,,13756,256739,59.7,59.7,5011,6014
1013,Vietnam,2012,7.02,1166,,15381,277661,58.8,58.8,5682,6848
1014,Vietnam,2013,7.02,1267,,15120,324800,56,56,6305,7572
1015,Vietnam,2014,7.02,1322,,16000,332000,69,69,6552,7874
1016,Vietnam,2015,7.02,1377,,19000,370000,55,55,6799,8176
1017,Vietnam,2016,7.02,1432,,21000,420000,57,57,7046,8478
1018,Vietnam,2017,7.02,1487,,25600,508000,56.5,56.5,7293,8780
1019,Vietnam,2018,7.02,1542,,28000,550000,54,54,7540,9082
1020,Vietnam,2019,7.02,1597,,30000,650000,52,52,7787,9384
1021,Zimbabwe,2010,3,343,11981,121,6248,36,52,1896,2239
1022,Zimbabwe,2011,3,417,11935,116,6360,37,52,2006,2423
1023,Zimbabwe,2012,3,369,12081,116,6427,37,52,1425,1794
1024,Zimbabwe,2013,3,237,13195,99,6722,37,48,1595,1833
1025,Zimbabwe,2014,3,184,13195,99,6722,36,48,1696,1880
1026,Zimbabwe,2015,3,160,12772,96,6483,31,47,1897,2057
1027,Zimbabwe,2016,3,142,12772,96,6483,33,46,2026,2168
1028,Zimbabwe,2017,3,166,12772,96,6483,35,48,2257,2423
1029,Zimbabwe,2018,3,302,12772,96,6483,39,53,2278,2580
1030,Zimbabwe,2019,3,221,13158,97,6676,32,44,2074,2294
